,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Priority
887,California,No,Extended,High School or Below,2011-02-20,Employed,M,92983,Rural,Married,87,9,77,0,2,Corporate Auto,Corporate L3,Offer1,Agent,153.205591,Four-Door Car,Medsize,High
888,Arizona,No,Extended,Bachelor,2011-01-18,Medical Leave,M,27689,Suburban,Married,239,0,72,0,1,Personal Auto,Personal L2,Offer2,Web,960.0,Luxury SUV,Medsize,High
889,California,No,Basic,College,2011-02-21,Employed,F,69654,Suburban,Married,118,10,50,0,7,Corporate Auto,Corporate L3,Offer1,Branch,629.532731,SUV,Small,High
890,California,No,Basic,Bachelor,2011-01-21,Employed,F,80744,Urban,Married,111,15,19,0,2,Personal Auto,Personal L3,Offer3,Web,361.284757,SUV,Medsize,High
891,California,No,Basic,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Single,112,13,59,0,1,Corporate Auto,Corporate L2,Offer1,Agent,960.0,SUV,Medsize,Low
892,Arizona,No,Basic,High School or Below,2011-02-01,Unemployed,F,0,Suburban,Single,64,7,5,0,2,Personal Auto,Personal L2,Offer1,Call Center,460.8,Four-Door Car,Large,Medium
893,Arizona,Yes,Basic,Bachelor,2011-01-31,Employed,M,76358,Rural,Married,66,25,3,0,2,Special Auto,Special L3,Offer3,Agent,86.461582,Four-Door Car,Medsize,High
894,Oregon,Yes,Basic,Bachelor,2011-02-17,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,Low
895,California,Yes,Basic,High School or Below,2011-01-10,Employed,M,73168,Suburban,Married,70,21,50,0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,Medium
896,Washington,No,Basic,High School or Below,2011-01-12,Employed,M,21190,Suburban,Married,65,24,68,0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Medsize,Low
897,Washington,No,Basic,College,2011-02-10,Employed,F,94041,Rural,Married,66,14,11,0,1,Personal Auto,Personal L3,Offer3,Agent,159.756733,Four-Door Car,Medsize,Low
898,Nevada,No,Premium,Master,2011-01-04,Employed,F,91474,Rural,Married,113,9,99,0,2,Corporate Auto,Corporate L3,Offer3,Branch,24.087774,Two-Door Car,Large,High
899,California,No,Basic,Bachelor,2011-01-16,Employed,F,61469,Suburban,Married,63,16,65,0,3,Personal Auto,Personal L3,Offer3,Branch,302.4,Four-Door Car,Small,Medium
900,Arizona,No,Basic,High School or Below,2011-01-05,Medical Leave,F,16618,Urban,Single,62,0,40,0,1,Special Auto,Special L2,Offer3,Branch,219.288706,Four-Door Car,Medsize,Low
901,California,No,Basic,Bachelor,2011-01-21,Employed,F,48081,Urban,Married,188,31,12,0,5,Personal Auto,Personal L3,Offer1,Branch,881.360959,Luxury SUV,Small,High
902,Oregon,No,Extended,Doctor,2011-01-02,Employed,M,67632,Rural,Married,121,0,44,0,4,Personal Auto,Personal L3,Offer1,Branch,26.951627,Sports Car,Medsize,High
903,Oregon,No,Basic,Bachelor,2011-02-16,Employed,F,34115,Urban,Married,119,6,73,0,6,Personal Auto,Personal L2,Offer1,Agent,466.122541,SUV,Medsize,High
904,Arizona,No,Extended,High School or Below,2011-01-01,Medical Leave,M,23051,Suburban,Divorced,99,31,86,0,1,Personal Auto,Personal L1,Offer1,Agent,475.2,Two-Door Car,Medsize,Low
905,California,No,Extended,College,2011-02-16,Medical Leave,M,23748,Suburban,Married,99,0,24,0,2,Personal Auto,Personal L2,Offer2,Agent,607.095655,Four-Door Car,Large,High
906,Arizona,No,Basic,College,2011-01-15,Employed,F,40589,Suburban,Divorced,69,23,68,0,2,Corporate Auto,Corporate L3,Offer4,Branch,331.2,Four-Door Car,Medsize,High
907,California,No,Extended,College,2011-01-02,Employed,F,50809,Urban,Single,83,29,58,0,2,Personal Auto,Personal L1,Offer1,Branch,290.381707,Four-Door Car,Medsize,High
908,Arizona,Yes,Extended,High School or Below,2011-01-05,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L2,Offer3,Agent,558.099357,Four-Door Car,Small,Low
909,Nevada,No,Basic,Bachelor,2011-02-21,Employed,F,52339,Suburban,Divorced,70,7,55,0,2,Corporate Auto,Corporate L3,Offer3,Web,336.0,Four-Door Car,Medsize,Medium
910,Oregon,Yes,Basic,Bachelor,2011-02-05,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,High
911,Arizona,No,Extended,High School or Below,2011-01-14,Unemployed,F,0,Suburban,Single,83,2,47,0,4,Corporate Auto,Corporate L2,Offer3,Agent,540.514115,Four-Door Car,Medsize,Medium
912,Arizona,No,Basic,Bachelor,2011-02-10,Employed,F,31546,Rural,Divorced,65,4,83,0,9,Personal Auto,Personal L3,Offer1,Branch,100.049832,Four-Door Car,Medsize,Medium
913,California,No,Basic,College,2011-01-12,Employed,F,67763,Rural,Married,73,17,69,0,1,Personal Auto,Personal L3,Offer1,Agent,59.861963,Four-Door Car,Medsize,Low
914,Washington,No,Extended,High School or Below,2011-01-15,Employed,M,83170,Urban,Married,97,0,53,0,2,Personal Auto,Personal L2,Offer2,Agent,344.118069,Four-Door Car,Medsize,High
915,Washington,No,Extended,Master,2011-02-10,Medical Leave,F,19464,Suburban,Single,84,10,94,0,1,Personal Auto,Personal L2,Offer3,Agent,871.505797,Four-Door Car,Small,Low
916,Oregon,No,Basic,College,2011-02-02,Employed,F,66943,Rural,Married,65,33,10,0,7,Special Auto,Special L2,Offer3,Call Center,53.084753,Four-Door Car,Medsize,Medium
917,Arizona,Yes,Premium,High School or Below,2011-02-19,Employed,F,81872,Rural,Married,115,10,55,0,2,Special Auto,Special L1,Offer2,Web,256.43803,Four-Door Car,Medsize,High
918,Washington,No,Extended,Master,2011-01-19,Employed,M,50450,Rural,Single,90,11,68,0,2,Personal Auto,Personal L3,Offer4,Branch,135.892444,Two-Door Car,Medsize,High
919,California,No,Basic,High School or Below,2011-01-21,Employed,F,21342,Rural,Married,62,34,72,0,3,Personal Auto,Personal L2,Offer3,Agent,74.350893,Four-Door Car,Medsize,Medium
920,California,No,Basic,Bachelor,2011-01-08,Employed,M,34621,Suburban,Married,108,21,32,0,8,Corporate Auto,Corporate L3,Offer1,Branch,621.464468,SUV,Medsize,High
921,Oregon,No,Basic,College,2011-01-20,Employed,M,62396,Suburban,Married,64,13,18,0,2,Personal Auto,Personal L2,Offer3,Call Center,307.2,Four-Door Car,Small,High
922,Oregon,No,Extended,High School or Below,2011-01-07,Employed,M,97212,Urban,Married,93,28,61,0,1,Personal Auto,Personal L1,Offer2,Call Center,360.05589,Two-Door Car,Medsize,Low
923,Arizona,No,Basic,Bachelor,2011-01-07,Employed,F,49648,Rural,Divorced,70,0,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,65.954813,Four-Door Car,Medsize,Low
924,Arizona,No,Basic,College,2011-01-23,Employed,M,97984,Suburban,Married,61,1,36,0,5,Personal Auto,Personal L2,Offer2,Agent,407.450118,Four-Door Car,Small,Medium
925,California,No,Basic,College,2011-02-03,Employed,F,26308,Suburban,Married,114,10,30,0,3,Corporate Auto,Corporate L3,Offer3,Web,547.2,SUV,Medsize,High
926,Oregon,No,Premium,College,2011-01-17,Employed,F,63528,Suburban,Divorced,256,15,23,0,1,Personal Auto,Personal L3,Offer2,Agent,960.0,Luxury Car,Large,High
927,Nevada,No,Basic,College,2011-02-18,Medical Leave,M,20225,Suburban,Married,114,27,64,0,6,Special Auto,Special L2,Offer3,Call Center,547.2,SUV,Small,High
928,Nevada,No,Basic,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Single,112,3,84,0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,High
929,Oregon,No,Basic,High School or Below,2011-01-24,Employed,F,87620,Rural,Married,64,3,15,0,2,Personal Auto,Personal L3,Offer3,Call Center,24.063693,Four-Door Car,Medsize,Medium
930,California,No,Basic,Bachelor,2011-01-26,Unemployed,F,0,Urban,Married,72,22,79,0,2,Corporate Auto,Corporate L2,Offer2,Agent,311.329282,Four-Door Car,Medsize,High
931,Nevada,Yes,Basic,Master,2011-01-14,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,Low
932,Oregon,No,Basic,Bachelor,2011-01-26,Employed,M,99934,Suburban,Married,71,9,12,0,3,Special Auto,Special L3,Offer4,Web,460.323855,Four-Door Car,Medsize,Medium
933,Washington,No,Basic,Bachelor,2011-01-07,Employed,F,85702,Urban,Married,67,9,74,0,6,Personal Auto,Personal L2,Offer4,Branch,249.085887,Two-Door Car,Medsize,Medium
934,Oregon,No,Basic,Bachelor,2011-02-09,Employed,M,94648,Suburban,Divorced,69,19,64,0,1,Personal Auto,Personal L2,Offer1,Branch,331.2,Four-Door Car,Medsize,Low
935,California,No,Basic,High School or Below,2011-01-25,Employed,F,24516,Urban,Married,71,11,23,0,8,Personal Auto,Personal L3,Offer3,Call Center,300.607591,Four-Door Car,Medsize,Medium
936,Arizona,No,Extended,Bachelor,2011-01-21,Employed,M,61063,Urban,Married,85,21,4,0,2,Personal Auto,Personal L2,Offer2,Agent,262.504882,Four-Door Car,Medsize,High
937,California,No,Basic,Master,2011-02-21,Unemployed,M,0,Urban,Married,74,27,91,0,1,Personal Auto,Personal L2,Offer1,Branch,263.365432,Two-Door Car,Medsize,Low
938,Oregon,No,Basic,Bachelor,2011-02-14,Unemployed,M,0,Suburban,Divorced,64,23,71,0,6,Corporate Auto,Corporate L1,Offer3,Branch,307.2,Four-Door Car,Small,Low
939,California,No,Basic,High School or Below,2011-01-28,Disabled,F,15169,Suburban,Married,63,34,15,0,3,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Medsize,Medium
940,Arizona,No,Basic,College,2011-02-05,Employed,M,55390,Urban,Married,71,34,29,0,2,Corporate Auto,Corporate L3,Offer3,Branch,256.268091,Two-Door Car,Medsize,High
941,Oregon,No,Basic,Bachelor,2011-02-20,Disabled,F,27592,Suburban,Married,62,6,29,0,1,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large,Low
942,Washington,No,Basic,High School or Below,2011-02-27,Employed,M,88264,Suburban,Married,62,8,34,0,1,Personal Auto,Personal L3,Offer1,Branch,297.6,Two-Door Car,Medsize,Low
943,Arizona,No,Basic,High School or Below,2011-01-01,Employed,F,83297,Suburban,Married,113,6,28,0,1,Personal Auto,Personal L2,Offer2,Call Center,542.4,SUV,Medsize,Low
944,Arizona,No,Basic,College,2011-01-24,Unemployed,F,0,Suburban,Single,188,35,82,0,7,Special Auto,Special L2,Offer1,Call Center,960.0,Luxury Car,Medsize,High
945,Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Single,90,21,21,0,2,Personal Auto,Personal L1,Offer1,Agent,432.0,Four-Door Car,Medsize,High
946,California,No,Premium,High School or Below,2011-02-02,Employed,F,55897,Suburban,Married,104,33,5,0,1,Personal Auto,Personal L1,Offer1,Branch,499.2,Four-Door Car,Medsize,Low
947,Arizona,No,Basic,Bachelor,2011-01-11,Employed,M,21297,Rural,Single,71,26,56,0,1,Personal Auto,Personal L3,Offer2,Agent,45.507952,Four-Door Car,Medsize,Low
948,Arizona,No,Extended,Master,2011-01-17,Employed,F,87560,Suburban,Married,98,4,86,0,2,Personal Auto,Personal L2,Offer1,Web,470.4,Two-Door Car,Medsize,High
949,Oregon,No,Extended,High School or Below,2011-01-26,Unemployed,F,0,Suburban,Single,96,5,7,0,1,Personal Auto,Personal L2,Offer2,Agent,691.2,Four-Door Car,Medsize,Low
950,Oregon,No,Extended,Bachelor,2011-02-17,Unemployed,F,0,Suburban,Single,85,3,53,0,1,Personal Auto,Personal L3,Offer3,Agent,408.0,Four-Door Car,Medsize,Low
951,Arizona,No,Extended,Doctor,2011-02-13,Employed,F,89398,Rural,Married,86,5,57,0,1,Personal Auto,Personal L3,Offer4,Branch,82.409922,Four-Door Car,Medsize,Low
952,California,No,Basic,College,2011-02-20,Employed,F,36843,Suburban,Married,68,12,11,0,1,Corporate Auto,Corporate L1,Offer4,Agent,357.642982,Four-Door Car,Medsize,Low
953,Oregon,No,Extended,College,2011-01-22,Unemployed,F,0,Suburban,Married,134,23,16,0,4,Personal Auto,Personal L3,Offer1,Agent,643.2,SUV,Small,High
954,California,No,Basic,High School or Below,2011-02-22,Employed,M,34946,Suburban,Married,65,30,63,0,1,Personal Auto,Personal L3,Offer2,Call Center,420.35698,Two-Door Car,Small,Low
955,Arizona,No,Extended,College,2011-01-19,Employed,F,75680,Rural,Married,78,27,6,0,6,Personal Auto,Personal L3,Offer2,Agent,136.787725,Four-Door Car,Medsize,Medium
956,Nevada,No,Basic,Doctor,2011-02-14,Unemployed,F,0,Suburban,Married,69,23,13,0,7,Personal Auto,Personal L3,Offer4,Agent,331.2,Four-Door Car,Small,Medium
957,Washington,Yes,Basic,Master,2011-01-26,Employed,M,37722,Rural,Single,116,8,23,0,8,Corporate Auto,Corporate L3,Offer1,Agent,158.077504,Sports Car,Medsize,High
958,Arizona,No,Basic,Bachelor,2011-01-31,Medical Leave,M,10269,Urban,Single,65,12,5,0,3,Personal Auto,Personal L1,Offer1,Agent,170.798204,Two-Door Car,Medsize,Low
959,California,No,Basic,College,2011-02-06,Employed,M,49714,Urban,Married,63,29,64,0,4,Personal Auto,Personal L3,Offer3,Branch,266.165535,Four-Door Car,Medsize,Medium
960,California,No,Extended,High School or Below,2011-01-28,Employed,M,77517,Rural,Married,129,19,20,0,2,Corporate Auto,Corporate L2,Offer3,Branch,98.921782,SUV,Medsize,High
961,Oregon,Yes,Basic,High School or Below,2011-01-06,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L1,Offer2,Agent,281.295903,Four-Door Car,Large,Medium
962,Oregon,Yes,Extended,Bachelor,2011-02-27,Employed,F,72540,Suburban,Married,88,7,3,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,High
963,Oregon,No,Basic,High School or Below,2011-02-28,Unemployed,F,0,Suburban,Single,65,8,58,0,1,Personal Auto,Personal L3,Offer2,Branch,468.0,Four-Door Car,Small,Low
964,California,No,Basic,High School or Below,2011-01-25,Employed,M,61546,Rural,Married,68,4,27,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,29.209521,Two-Door Car,Large,Medium
965,California,No,Basic,Master,2011-02-13,Employed,F,44818,Rural,Divorced,67,25,41,0,2,Personal Auto,Personal L3,Offer1,Web,136.883999,Two-Door Car,Medsize,Medium
966,Arizona,Yes,Basic,Bachelor,2011-01-02,Retired,M,17622,Suburban,Divorced,65,1,36,0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,Low
967,Oregon,No,Basic,College,2011-02-03,Unemployed,F,0,Suburban,Single,72,14,24,0,1,Personal Auto,Personal L2,Offer2,Agent,518.4,Four-Door Car,Large,Low
968,California,No,Extended,Bachelor,2011-02-28,Employed,M,79797,Rural,Divorced,84,27,46,0,1,Corporate Auto,Corporate L2,Offer4,Branch,31.755601,Two-Door Car,Medsize,Low
969,Washington,No,Basic,Bachelor,2011-01-30,Employed,F,36234,Rural,Married,63,0,44,0,5,Personal Auto,Personal L3,Offer3,Web,113.534474,Four-Door Car,Small,Medium
970,Oregon,No,Premium,College,2011-01-11,Employed,F,28919,Suburban,Single,173,5,88,0,3,Personal Auto,Personal L2,Offer3,Agent,830.4,SUV,Medsize,High
971,Arizona,No,Basic,College,2011-01-17,Unemployed,M,0,Suburban,Married,68,6,93,0,8,Personal Auto,Personal L3,Offer1,Agent,480.159011,Four-Door Car,Medsize,Medium
972,Nevada,No,Basic,Bachelor,2011-01-04,Employed,M,63568,Suburban,Married,65,19,5,0,2,Corporate Auto,Corporate L3,Offer4,Agent,390.792553,Two-Door Car,Medsize,Medium
973,Nevada,No,Basic,College,2011-02-26,Employed,F,73935,Rural,Married,64,13,29,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,72.071195,Four-Door Car,Medsize,Low
974,Arizona,No,Basic,High School or Below,2011-01-27,Unemployed,F,0,Suburban,Married,66,15,56,0,3,Corporate Auto,Corporate L2,Offer2,Branch,316.8,Two-Door Car,Medsize,Medium
975,Oregon,No,Basic,Bachelor,2011-01-04,Medical Leave,F,18846,Suburban,Married,115,16,84,0,3,Personal Auto,Personal L2,Offer1,Agent,552.0,SUV,Small,High
976,Arizona,No,Basic,High School or Below,2011-02-11,Employed,F,38893,Rural,Single,103,19,40,0,9,Personal Auto,Personal L1,Offer2,Agent,41.965252,SUV,Small,High
977,Oregon,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Special Auto,Special L1,Offer2,Web,960.0,SUV,Medsize,Medium
978,California,No,Premium,Bachelor,2011-02-28,Employed,M,84824,Rural,Married,196,7,4,0,9,Corporate Auto,Corporate L1,Offer2,Branch,319.820747,SUV,Small,High
979,California,No,Extended,High School or Below,2011-02-07,Medical Leave,F,20068,Urban,Married,86,8,28,0,3,Corporate Auto,Corporate L2,Offer1,Web,411.011162,Four-Door Car,Medsize,Medium
980,Oregon,No,Extended,Doctor,2011-02-25,Unemployed,M,0,Suburban,Married,125,21,34,0,1,Corporate Auto,Corporate L3,Offer1,Branch,600.0,SUV,Medsize,Low
981,Arizona,No,Extended,High School or Below,2011-01-03,Unemployed,F,0,Suburban,Married,135,32,61,0,8,Personal Auto,Personal L3,Offer1,Agent,648.0,Sports Car,Medsize,High
982,California,No,Basic,Bachelor,2011-01-20,Employed,M,97245,Rural,Divorced,70,29,29,0,2,Personal Auto,Personal L3,Offer2,Web,4.110585,Four-Door Car,Medsize,High
983,California,No,Basic,College,2011-02-26,Employed,F,51808,Suburban,Married,61,3,12,0,1,Personal Auto,Personal L2,Offer1,Agent,351.149904,Four-Door Car,Small,Low
984,California,Yes,Basic,Bachelor,2011-02-19,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize,High
985,Oregon,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize,Medium
986,Arizona,No,Basic,Bachelor,2011-01-28,Unemployed,M,0,Suburban,Single,100,5,54,0,7,Personal Auto,Personal L1,Offer2,Call Center,925.137143,SUV,Medsize,Medium
987,Oregon,No,Extended,College,2011-01-26,Medical Leave,F,23496,Rural,Married,77,17,88,0,8,Special Auto,Special L1,Offer3,Web,13.164097,Four-Door Car,Medsize,Medium
988,Washington,No,Basic,High School or Below,2011-01-04,Employed,F,22562,Suburban,Married,65,4,81,0,1,Personal Auto,Personal L3,Offer1,Branch,312.0,Two-Door Car,Medsize,Low
989,Nevada,No,Basic,College,2011-01-05,Employed,F,23986,Urban,Married,119,31,3,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,463.335061,SUV,Small,Low
990,Arizona,No,Basic,Master,2011-02-05,Medical Leave,F,22974,Urban,Married,71,0,8,0,1,Personal Auto,Personal L3,Offer4,Call Center,180.667969,Four-Door Car,Large,Low
991,Oregon,No,Premium,High School or Below,2011-01-19,Unemployed,F,0,Suburban,Single,101,21,35,0,2,Personal Auto,Personal L3,Offer1,Branch,484.8,Four-Door Car,Medsize,High
992,Arizona,No,Basic,Bachelor,2011-02-15,Employed,M,61844,Suburban,Divorced,106,19,74,0,2,Personal Auto,Personal L2,Offer1,Call Center,508.8,Sports Car,Small,High
993,Arizona,No,Basic,Doctor,2011-02-01,Employed,M,24804,Suburban,Married,73,19,98,0,2,Personal Auto,Personal L2,Offer3,Call Center,350.4,Two-Door Car,Small,High
994,California,No,Basic,Bachelor,2011-02-09,Employed,F,27760,Urban,Married,104,13,71,0,2,Personal Auto,Personal L2,Offer1,Web,302.764283,SUV,Small,High
995,Oregon,Yes,Basic,High School or Below,2011-02-05,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L2,Offer2,Call Center,340.8,Four-Door Car,Medsize,Medium
996,Oregon,Yes,Basic,Master,2011-01-17,Employed,F,29462,Suburban,Single,107,28,23,0,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large,Low
997,Arizona,No,Basic,College,2011-02-23,Employed,F,52266,Rural,Single,68,14,98,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,141.922839,Two-Door Car,Medsize,Low
998,Oregon,No,Basic,Bachelor,2011-02-07,Unemployed,M,0,Suburban,Single,70,18,99,0,2,Personal Auto,Personal L1,Offer1,Agent,349.783046,Two-Door Car,Medsize,Medium
999,California,No,Basic,Doctor,2011-02-26,Employed,M,23599,Suburban,Single,103,20,46,0,1,Corporate Auto,Corporate L3,Offer2,Agent,494.4,SUV,Medsize,Low
1000,Oregon,Yes,Basic,Bachelor,2011-01-19,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,Medium
1001,California,No,Premium,High School or Below,2011-01-15,Employed,F,70534,Rural,Divorced,104,31,71,0,3,Personal Auto,Personal L2,Offer3,Branch,54.065538,Four-Door Car,Medsize,High
1002,Oregon,No,Extended,College,2011-01-29,Employed,M,27398,Suburban,Married,125,4,71,0,2,Personal Auto,Personal L1,Offer4,Call Center,600.0,SUV,Medsize,High
1003,Nevada,No,Basic,Bachelor,2011-01-07,Employed,M,85296,Suburban,Married,68,15,47,0,6,Personal Auto,Personal L3,Offer3,Web,342.515136,Four-Door Car,Medsize,Medium
1004,Arizona,No,Extended,High School or Below,2011-01-30,Employed,M,31063,Suburban,Married,92,20,19,0,2,Personal Auto,Personal L2,Offer2,Agent,441.6,Four-Door Car,Small,High
1005,California,No,Extended,Bachelor,2011-02-25,Unemployed,M,0,Suburban,Single,92,8,28,0,3,Personal Auto,Personal L3,Offer1,Branch,960.0,Two-Door Car,Small,Medium
1006,Nevada,No,Extended,High School or Below,2011-01-21,Employed,M,52367,Urban,Married,81,25,64,0,1,Personal Auto,Personal L1,Offer2,Call Center,275.989978,Four-Door Car,Medsize,Low
1007,Arizona,No,Basic,College,2011-02-15,Employed,M,58651,Suburban,Single,71,6,95,0,3,Personal Auto,Personal L2,Offer4,Call Center,472.599683,Four-Door Car,Medsize,Medium
1008,Nevada,No,Premium,College,2011-01-23,Employed,F,84831,Suburban,Single,192,13,37,0,2,Special Auto,Special L1,Offer1,Branch,960.0,Sports Car,Medsize,High
